,px,py,pz,qw,qx,qy,qz,sx,sy,sz,color_r,color_g,color_b,color_a
109,0.158539554455958,-0.570048533365208,3.32469439981483,0.447365614678577,-0.445135886363803,0.621625348351219,0.464004284206079,1,1,1,0,0,1,0.5
110,0.283040753276316,-0.542787224534667,3.32515789766711,0.444550066068835,-0.448594099850564,0.622123944376693,0.462709812053562,1,1,1,0,0,1,0.5
111,0.407799124658096,-0.512408112555346,3.32393636843621,0.441925971852536,-0.451894368833637,0.622619137189106,0.461344041713485,1,1,1,0,0,1,0.5
112,0.532799532098765,-0.478923136659356,3.32101426516986,0.43916176408375,-0.455303581039961,0.623214282576639,0.459825566983309,1,1,1,0,0,1,0.5
113,0.658019362978256,-0.442401030987288,3.31638529762242,0.435902402789282,-0.459077929184623,0.624165177113497,0.457880313899785,1,1,1,0,0,1,0.5
114,0.783435249497341,-0.402915888826206,3.31003968705182,0.432220339061406,-0.463141796899882,0.625498365172119,0.45545257671134,1,1,1,0,0,1,0.5
115,0.909031852980343,-0.360482311046736,3.30195066347072,0.42841780635989,-0.467264413120893,0.627014139722845,0.452742112037513,1,1,1,0,0,1,0.5
116,1.034797992444,-0.315086324099877,3.29208261290824,0.424683748501102,-0.471329474262988,0.628420018852077,0.450089458170243,1,1,1,0,0,1,0.5
117,1.16072030439739,-0.266731377454461,3.28040426153543,0.420796280402824,-0.475527704645607,0.629631346434444,0.447625133455191,1,1,1,0,0,1,0.5
118,1.28677795178997,-0.215471846410323,3.26689708685974,0.416269340233347,-0.480199137012884,0.6309975816158,0.44493895894694,1,1,1,0,0,1,0.5
119,1.41294706192091,-0.161371966829085,3.25154135417109,0.411223209499471,-0.485220310722525,0.63264894305572,0.441828062578387,1,1,1,0,0,1,0.5
120,1.5392061090072,-0.104469789567781,3.23430598056609,0.406070969884712,-0.490274916462065,0.63445920581149,0.438404367982412,1,1,1,0,0,1,0.5
121,1.6655372018717,-0.0447752798618586,3.21514989593683,0.401150006405197,-0.495146398248716,0.636043043638464,0.435152804542902,1,1,1,0,0,1,0.5
122,1.79192333548196,0.0177084267977259,3.19403239785519,0.396395767419824,-0.499926402964168,0.637057188564427,0.432553032227662,1,1,1,0,0,1,0.5
123,1.91834077514866,0.0829215768342017,3.17093573824554,0.391224048071526,-0.505023362915203,0.637857099689307,0.430155166766938,1,1,1,0,0,1,0.5
124,2.04476235214336,0.150792299627241,3.14584680939971,0.385778083420864,-0.510311084089328,0.63864524252004,0.427656546792189,1,1,1,0,0,1,0.5
125,2.17116280984367,0.22128242415132,3.11874029109917,0.380519662337635,-0.515454207740549,0.639409303313716,0.425049984275831,1,1,1,0,0,1,0.5
126,2.29752030519948,0.29438789951752,3.08957967285493,0.375915349625757,-0.520156625607138,0.639712379224747,0.422957216062517,1,1,1,0,0,1,0.5
127,2.42381445467347,0.370116483436449,3.05833106801432,0.372312890456349,-0.524234400801481,0.638889982980224,0.422351742347395,1,1,1,0,0,1,0.5
128,2.55002092827059,0.448415167200701,3.02499867017605,0.369303292761571,-0.527987232628672,0.637048948663132,0.423099512105338,1,1,1,0,0,1,0.5
129,2.67611273295471,0.52921940403319,2.98960399583372,0.366867632241339,-0.531421956571137,0.63419147430364,0.425205854155741,1,1,1,0,0,1,0.5
130,2.8020616895775,0.612507885564,2.95216360035871,0.365279359201843,-0.53432643920699,0.630282857790976,0.42873041095811,1,1,1,0,0,1,0.5
131,2.9278381592661,0.698291931731312,2.91269537143189,0.36509531574828,-0.536283972310621,0.624820035282383,0.434401697707464,1,1,1,0,0,1,0.5
132,3.05341115274625,0.786562875709586,2.87124681042075,0.368026336556126,-0.53603691551557,0.616779740267414,0.443625735052974,1,1,1,0,0,1,0.5
133,3.17875355522814,0.87720986854406,2.82793978144336,0.374974921754266,-0.532777712092358,0.605937928441529,0.456487616950343,1,1,1,0,0,1,0.5
134,3.30384625838987,0.970117263753307,2.78293263682527,0.385106790376363,-0.526831062975919,0.592505539592574,0.472312371891519,1,1,1,0,0,1,0.5
135,3.4286766441052,1.06517429407518,2.73640261614584,0.397024612428447,-0.518977423491874,0.577238921814391,0.489723511968067,1,1,1,0,0,1,0.5
136,3.5532407906482,1.16218282111111,2.68855081601036,0.410228511937135,-0.509393217273034,0.560329147481841,0.50819520331497,1,1,1,0,0,1,0.5
137,3.6775302360688,1.2610909367745,2.63955087111184,0.425398079029176,-0.497118484371743,0.54038930688053,0.529045445933908,1,1,1,0,0,1,0.5
138,3.80151107027715,1.36224565598353,2.58955776358684,0.44269757037005,-0.481422172132308,0.516397344057138,0.552797735540404,1,1,1,0,0,1,0.5
139,3.92514670394478,1.46593683899083,2.538805901869,0.461026087411033,-0.462810600221546,0.488826143861916,0.578195724756018,1,1,1,0,0,1,0.5
140,4.04840921241806,1.57224836158521,2.48758990218142,0.478868007864852,-0.442632296403806,0.459457670259661,0.603042892722736,1,1,1,0,0,1,0.5
141,4.17126925737597,1.68122412926503,2.43622842632762,0.4956611489331,-0.421541945427757,0.429173818674746,0.626444129230563,1,1,1,0,0,1,0.5
142,4.29369512226951,1.7928873263167,2.38505379809716,0.511631810854604,-0.399061897949252,0.396787860628466,0.649262570447938,1,1,1,0,0,1,0.5
143,4.41565550119879,1.90718484694885,2.33440096292927,0.526550965598992,-0.375217127604015,0.361793194394048,0.671611399746544,1,1,1,0,0,1,0.5
144,4.53711526508561,2.02400598813635,2.28460680652723,0.540173654447077,-0.35025646603595,0.324957459652324,0.692773758493786,1,1,1,0,0,1,0.5
145,4.65803071376635,2.1432358228617,2.23602457745944,0.552030895255412,-0.325371169738009,0.288336211218692,0.711517899906163,1,1,1,0,0,1,0.5
146,4.77835535317801,2.26473484310244,2.18900008518005,0.561764857047268,-0.302043309106126,0.253156089000442,0.727394033116085,1,1,1,0,0,1,0.5
147,4.8980322522938,2.38837415243421,2.14388496491514,0.569722256814464,-0.279747660287513,0.21773257851053,0.741451495992187,1,1,1,0,0,1,0.5
148,5.01700123516722,2.51396802390354,2.10098997814678,0.576303426097365,-0.257155180918285,0.180402728691022,0.754453729181688,1,1,1,0,0,1,0.5
149,5.13520969315728,2.64123429629413,2.0605386111486,0.581505319610122,-0.234247561782605,0.141707792071077,0.766093039212846,1,1,1,0,0,1,0.5
150,5.2526174951954,2.76982479445828,2.02265494159967,0.585195236196572,-0.212206013366425,0.103344342279129,0.775780310618194,1,1,1,0,0,1,0.5
151,5.36927235547323,2.89923696692433,1.9870500507294,0.587476469466276,-0.19217087772074,0.0668023080505263,0.783249132280785,1,1,1,0,0,1,0.5
152,5.48538710980524,3.02881525899254,1.95273758408022,0.588592511141699,-0.173890874308862,0.0315209208136906,0.788877209210068,1,1,1,0,0,1,0.5
153,5.60113214054769,3.15815407624129,1.91893961980949,0.588586908564877,-0.156002919670148,-0.00459391892873704,0.79322596782336,1,1,1,0,0,1,0.5
154,5.71650625484796,3.28712874867005,1.88557615352382,0.587431150719679,-0.137683626206552,-0.0420199364589606,0.796368122904699,1,1,1,0,0,1,0.5
155,5.83150340764658,3.41563659652012,1.85258119259085,0.585188409634581,-0.118634790003399,-0.0798100792123824,0.798192121663897,1,1,1,0,0,1,0.5
156,5.94614435923907,3.54358372054949,1.81979558113887,0.581826554774226,-0.0988315021188298,-0.117822410206211,0.798641392617293,1,1,1,0,0,1,0.5
157,6.06042783951185,3.67089593921057,1.78713865754983,0.5770972224771,-0.0782026864591724,-0.157073651399609,0.797603287152065,1,1,1,0,0,1,0.5
158,6.17429908390792,3.79748251397047,1.75468970219923,0.570641500834809,-0.0562394134548349,-0.198471391990879,0.794867606875796,1,1,1,0,0,1,0.5
159,6.28765190357509,3.92319556690816,1.72265473766673,0.562366103744605,-0.0327890120181642,-0.241069224834173,0.790287843059626,1,1,1,0,0,1,0.5
160,6.40025707574811,4.04770139733874,1.69153455030951,0.552180566648002,-0.0079509168789566,-0.284276552411668,0.783722046701515,1,1,1,0,0,1,0.5
161,6.51166775138214,4.1702740622015,1.66232383224734,0.539944637524581,0.0178985045676832,-0.328216097535466,0.774863617200652,1,1,1,0,0,1,0.5
162,6.62157080457756,4.29018150523288,1.63555254919295,0.525835524953444,0.0441447611880507,-0.371940176180517,0.763681049980548,1,1,1,0,0,1,0.5
163,6.72987567876044,4.40693976355867,1.61113791806949,0.510202561337618,0.0703337723372107,-0.41414581166632,0.750486344680965,1,1,1,0,0,1,0.5
164,6.83654802070197,4.52013754127093,1.58885220985355,0.493678360859177,0.0958879158034333,-0.453147159352997,0.73603317560595,1,1,1,0,0,1,0.5
165,6.94160474871134,4.6294648125573,1.56837611103169,0.476914018582145,0.120274203352637,-0.487919592926022,0.721125235813186,1,1,1,0,0,1,0.5
166,7.04509574709127,4.73469836734348,1.54936229130582,0.460490902338184,0.142836788992506,-0.51839936150649,0.706263323813249,1,1,1,0,0,1,0.5
167,7.14708526024385,4.83567729134332,1.53147222573964,0.444571231500157,0.163407233394108,-0.545360371419061,0.691546499870096,1,1,1,0,0,1,0.5
168,7.24764124226161,4.93228512935269,1.51438738080355,0.429115566405,0.182266569907914,-0.569220221838844,0.677220102487114,1,1,1,0,0,1,0.5
169,7.34684511438624,5.02448636744355,1.49779781667862,0.415325023835094,0.19824721186723,-0.589633731856458,0.66372828011188,1,1,1,0,0,1,0.5
170,7.44477672726169,5.11231572065584,1.48142378962639,0.40468757990429,0.210064325834993,-0.606129626125893,0.651696108638976,1,1,1,0,0,1,0.5
171,7.54148658056281,5.19580658687483,1.4650461275575,0.397353858266037,0.218081082510093,-0.618745391222984,0.641642185031998,1,1,1,0,0,1,0.5
172,7.63700381014494,5.27500514365834,1.44850097273158,0.393386864782245,0.222680798301351,-0.627372204918011,0.634085288570065,1,1,1,0,0,1,0.5
173,7.73137715609292,5.35013258974876,1.43165950969785,0.392879106535677,0.224175107125012,-0.631708369585232,0.629552273277752,1,1,1,0,0,1,0.5
174,7.82464267286867,5.42141423128199,1.41445032189118,0.395343444188711,0.223134924175127,-0.63248817806765,0.627593077841871,1,1,1,0,0,1,0.5
175,7.91672663902616,5.48862852673764,1.39689381843306,0.400045840422331,0.220026209156658,-0.63082186831939,0.627387889024786,1,1,1,0,0,1,0.5
176,8.0075642304492,5.5516497944738,1.37903270745368,0.406311530885207,0.215340621026242,-0.627116330828949,0.628700615884372,1,1,1,0,0,1,0.5
177,8.09710749768579,5.61046148615768,1.36092587300097,0.413735939236988,0.209497993098236,-0.621488741497315,0.631415004306663,1,1,1,0,0,1,0.5
178,8.18530203818939,5.66503959190621,1.34265854308047,0.421862884619644,0.202923076363593,-0.614330288795811,0.635178894428635,1,1,1,0,0,1,0.5
179,8.27208588596139,5.71534036948032,1.32433973456148,0.430251016027928,0.196044167225146,-0.606085454930317,0.639617986790432,1,1,1,0,0,1,0.5
180,8.35740177911413,5.76133801832115,1.30609089792729,0.438551585342709,0.189258187181926,-0.597120297648741,0.644438667146756,1,1,1,0,0,1,0.5
181,8.44120301624541,5.80303433830099,1.28803744837048,0.446476256661753,0.182908766629997,-0.587750858513145,0.649424563474668,1,1,1,0,0,1,0.5
